FIPS,County,DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate
1001.000,2102,64577,52038,49799.000,0.200,13.000,9.800,29.900,5.350
1003.000,16315,151016,268550,43873.600,2.540,11.940,11.700,20.880,6.400
1005.000,4226,16581,32533,37501.250,-5.875,11.450,10.725,17.700,6.775
1007.000,2190,174508,203460,62160.500,1.900,12.300,8.600,37.250,5.000
1009.000,3243,159797,187556,43721.000,0.767,12.600,12.500,19.233,6.033
1011.000,2210,63708,41609,40141.500,-3.750,12.650,9.250,27.850,6.050
1013.000,1131,4329,1737,24216.000,-4.300,11.800,12.100,12.500,14.400
1015.000,2136,25305,53399,41166.500,-4.500,11.300,12.650,16.150,6.550
1017.000,1017,5763,7803,39530.000,-5.400,11.500,13.100,13.200,5.500
1019.000,40452,17284,63287,40894.250,2.000,12.575,11.625,13.775,6.125
1021.000,2154,24707,76222,55326.500,1.200,9.700,10.400,26.850,5.100
1023.000,59369,23680,34376,35168.600,-11.620,11.480,12.860,15.520,7.500
1025.000,2260,6695,7768,30895.500,-6.900,11.150,13.000,11.800,11.500
1027.000,3185,15122,29202,38502.667,-2.567,9.567,13.367,12.033,6.133
1029.000,27399,27393,61585,44541.000,4.133,12.333,10.967,15.700,6.233
1031.000,3185,13641,37304,41442.333,-2.067,12.567,9.533,21.333,6.067
1033.000,29200,3187,16583,37479.000,2.800,12.000,13.850,11.450,5.700
1035.000,1053,4698,10282,35096.000,-2.900,11.800,13.700,12.700,6.600
1037.000,3275,36815,96818,50402.667,-0.967,10.000,11.133,22.667,5.600
1039.000,13184,11559,35977,44891.000,15.350,12.000,11.450,20.550,5.450
1041.000,2210,63708,41609,40141.500,-3.750,12.650,9.250,27.850,6.050
1043.000,3273,19432,94334,42632.333,0.567,12.200,12.767,15.667,5.967
1045.000,4290,22280,57669,40007.750,-1.950,11.950,10.600,19.900,6.150
1047.000,1131,4329,1737,24216.000,-4.300,11.800,12.100,12.500,14.400
1049.000,15175,8957,44879,38626.667,-1.067,11.567,12.467,12.233,6.233
1051.000,1101,58669,33928,45111.000,-4.900,13.800,9.600,32.100,5.600
1053.000,25199,80210,163778,47589.333,6.933,12.000,10.867,22.400,5.333
1057.000,3259,6879,36732,38757.333,-1.133,11.233,14.767,12.333,6.567
1059.000,57257,4287,24968,38534.000,0.500,11.800,13.467,12.100,5.467
1061.000,37322,24643,77969,44016.000,9.175,11.450,11.475,18.275,5.175
1063.000,1119,4739,1581,26814.000,-18.000,11.100,10.900,21.800,7.700
1067.000,15235,14998,38742,37090.000,-5.367,11.933,12.233,18.200,6.367
1069.000,39484,20281,49693,35547.000,-7.925,11.475,12.950,16.100,6.400
1071.000,49275,68927,113522,48316.000,2.967,11.233,12.033,22.500,5.900
1073.000,3317,178994,227668,54610.667,0.233,12.333,10.767,28.700,5.800
1075.000,29170,6520,15926,38283.000,4.100,11.200,14.250,14.850,5.950
1077.000,75240,3811,19536,39639.500,7.150,11.900,13.950,11.250,5.600
1079.000,1103,11216,37392,46843.000,-3.200,12.000,11.400,21.700,5.500
1083.000,2192,73651,126591,54018.000,2.300,11.900,10.100,31.700,5.300
1085.000,2232,62998,35665,34663.500,-4.600,12.800,10.850,22.300,10.000
1087.000,1101,58669,33928,45111.000,-4.900,13.800,9.600,32.100,5.600
1089.000,2192,73651,126591,54018.000,2.300,11.900,10.100,31.700,5.300
1091.000,2250,9068,3318,25515.000,-11.150,11.450,11.500,17.150,11.050
1093.000,57279,11071,42700,39454.333,-1.233,11.700,13.533,14.067,6.233
1095.000,1103,11216,37392,46843.000,-3.200,12.000,11.400,21.700,5.500
1097.000,58326,84838,132631,43913.750,-2.325,11.175,11.100,15.850,7.275
1099.000,1131,4329,1737,24216.000,-4.300,11.800,12.100,12.500,14.400
1101.000,2210,63708,41609,40141.500,-3.750,12.650,9.250,27.850,6.050
1103.000,1103,11216,37392,46843.000,-3.200,12.000,11.400,21.700,5.500
1107.000,1119,4739,1581,26814.000,-18.000,11.100,10.900,21.800,7.700
1109.000,1109,5039,7681,35172.000,-2.600,11.500,8.900,23.600,6.500
1111.000,13045,12422,29983,50598.000,10.000,13.000,8.600,20.600,6.000
1113.000,13053,593,746,44097.000,-108.200,18.600,3.700,33.400,8.300
1115.000,2238,35035,93442,57383.500,0.550,11.000,9.600,28.200,5.450
1117.000,2238,35035,93442,57383.500,0.550,11.000,9.600,28.200,5.450
1119.000,29194,15649,19155,33881.500,-16.250,11.950,10.800,20.900,6.800
1121.000,1121,12108,20596,40555.000,-5.300,10.600,12.600,14.300,6.600
1125.000,1127,4486,24208,39511.000,-3.100,12.400,15.100,11.600,7.400
1127.000,1127,4486,24208,39511.000,-3.100,12.400,15.100,11.600,7.400
1129.000,29170,3322,10340,38567.000,-3.550,9.800,12.300,9.850,7.950
1131.000,1131,4329,1737,24216.000,-4.300,11.800,12.100,12.500,14.400
4001.000,51098,17634,16431,42674.250,6.850,11.600,9.575,18.600,8.025
4003.000,39034,1872,2798,47357.500,-13.800,14.850,9.750,13.050,6.550
4005.000,57037,32793,32493,47695.667,17.400,11.533,10.733,27.133,5.667
4007.000,4007,6746,13672,40747.000,12.000,11.100,15.600,18.500,7.200
4009.000,4011,1092,1892,61110.000,-0.700,16.000,7.400,11.900,7.600
4011.000,74037,2298,4251,43194.333,-3.500,11.700,10.200,16.100,7.067
4012.000,12096,272740,220305,49760.500,-2.450,15.800,6.300,17.400,14.950
4015.000,136166,267802,252089,52410.250,16.150,12.275,9.075,23.250,4.625
4027.000,6025,14331,5607,43327.000,-4.900,17.100,6.100,14.500,24.100
5001.000,15137,5464,7140,35008.000,-16.933,13.333,14.533,12.800,4.533
5003.000,27154,5055,11939,41303.500,-1.100,12.800,12.350,17.600,6.150
5005.000,49441,7976,30368,34574.600,7.380,9.260,14.760,14.800,5.160
5007.000,148400,42602,79910,38976.000,5.750,13.383,10.567,16.800,4.250
5009.000,44440,9270,38497,35461.500,11.625,11.475,13.550,16.025,4.925
5011.000,15081,3723,7981,39734.667,-3.200,10.533,13.633,16.300,4.967
5013.000,20180,6844,10868,37114.500,-7.400,10.025,13.975,14.500,4.800
5015.000,92518,11550,47733,39619.750,9.325,11.400,11.550,15.950,5.525
5017.000,88273,14111,14401,33012.200,-12.220,12.400,11.280,15.220,8.860
5019.000,25329,12912,22555,37615.200,-4.340,10.600,11.980,17.340,4.540
5021.000,34144,4461,18155,37070.500,0.200,12.650,13.600,13.900,5.150
5023.000,15309,8805,35874,41630.667,-1.833,10.067,13.333,16.800,6.000
5025.000,15107,4252,7934,39792.000,-5.533,10.933,13.667,16.833,5.100
5027.000,10176,5348,7097,34152.000,-12.950,11.100,13.100,16.250,5.500
5029.000,10256,6365,21076,40541.000,-1.400,11.200,11.750,18.050,5.750
5031.000,10098,12057,26060,39594.500,1.700,13.250,10.550,18.250,4.700
5033.000,60311,41109,71777,40418.000,6.760,13.040,10.460,16.800,3.920
5035.000,127544,216731,133910,39885.000,-17.100,13.725,10.225,18.375,5.700
5037.000,10214,2700,4606,32749.000,-7.400,11.250,14.100,11.100,5.850
5039.000,15201,8622,15007,38669.333,-7.933,10.633,13.233,14.800,4.667
5041.000,38095,13001,10133,34155.333,-11.633,13.400,12.900,18.933,6.133
5043.000,5043,2364,3967,40441.000,-3.500,12.900,12.800,20.600,5.800
5045.000,10286,6704,26420,41247.500,-2.100,10.550,12.450,17.750,6.050
5047.000,15217,4675,15688,39503.667,7.033,12.467,12.467,12.133,3.933
5049.000,68502,4172,16754,32883.500,0.350,9.700,14.050,12.375,6.075
5051.000,15235,28667,70058,50672.667,5.367,11.167,11.700,20.333,3.767
5053.000,10184,16384,44005,54965.500,4.250,11.000,10.550,20.400,3.500
5055.000,5121,1425,4508,38647.000,2.300,12.400,14.600,14.000,4.600
5057.000,25381,6830,16050,37122.200,-4.100,12.200,12.020,14.480,4.400
5059.000,10184,16384,44005,54965.500,4.250,11.000,10.550,20.400,3.500
5061.000,20364,4641,16515,36873.750,0.475,11.750,12.725,13.525,4.300
5063.000,20412,9323,33747,37198.250,4.300,10.775,13.000,14.175,5.600
5065.000,10200,2583,9447,34683.000,10.950,9.700,14.450,12.550,5.500
5067.000,15359,7857,25644,36609.000,-5.200,11.433,12.900,14.533,5.633
5071.000,15285,8117,26348,40445.333,7.833,13.300,10.933,15.533,4.133
5073.000,5073,1028,1750,32288.000,-16.200,11.100,12.200,16.500,5.900
5075.000,10256,2897,9913,35513.000,9.450,11.950,15.350,12.650,5.000
5077.000,38315,5610,3469,30019.667,-28.067,13.933,13.233,12.067,5.533
5081.000,93207,12027,37159,40562.000,0.300,12.633,12.800,14.833,5.533
5083.000,15325,7037,23809,38840.667,-6.233,12.567,11.800,14.400,4.300
5085.000,5145,5157,21038,44329.000,-0.800,11.800,10.500,21.400,5.200
5087.000,10230,33883,45335,42713.000,16.100,14.000,8.700,22.650,2.950
5089.000,68584,7069,29911,33501.750,7.300,10.350,13.675,15.075,5.825
5091.000,48037,8831,24913,45455.000,2.700,13.300,10.700,19.900,4.700
5093.000,123479,214365,135805,45226.667,-12.000,13.767,10.767,19.967,6.633
5095.000,10242,2415,2744,31653.000,-20.550,11.800,16.350,11.250,5.150
5097.000,15349,2401,12134,34002.333,-7.033,11.233,12.367,12.367,4.300
5099.000,10212,5004,8497,35418.500,-5.150,10.950,12.450,15.350,4.700
5101.000,10244,5419,18649,36331.500,10.800,12.050,12.100,17.250,4.600
5103.000,5103,4320,5347,36016.000,-9.700,11.100,14.000,16.000,5.100
5105.000,5125,13247,35852,63618.000,8.800,11.500,9.200,26.100,3.100
5107.000,56154,10987,5091,29937.000,-20.350,16.000,11.600,20.300,7.150
5109.000,10222,1894,9756,33881.000,-0.600,11.150,12.000,14.000,4.600
5113.000,90408,6761,30972,34213.750,-5.675,12.250,12.925,12.675,5.675
5115.000,15385,6966,24031,36943.000,6.067,11.133,12.867,16.200,5.367
5117.000,10292,6274,22382,37364.500,-5.850,11.200,13.050,16.700,5.350
5119.000,5125,13247,35852,63618.000,8.800,11.500,9.200,26.100,3.100
5121.000,39405,3762,13581,33717.333,3.867,11.667,14.900,12.500,5.333
5123.000,5147,1117,1344,30400.000,-10.900,10.600,15.600,12.000,5.500
5125.000,5125,13247,35852,63618.000,8.800,11.500,9.200,26.100,3.100
5127.000,45206,3752,15724,35625.000,-8.200,11.900,12.900,12.100,5.300
5129.000,10270,2148,8337,33956.500,8.800,10.150,14.750,13.300,5.750
5131.000,40079,3245,13346,37005.000,3.500,12.400,12.700,15.100,6.900
5133.000,40089,1799,8642,32664.000,-5.700,13.700,12.800,13.200,7.200
5135.000,34284,2337,9073,31252.500,4.650,11.300,15.050,11.750,5.700
5137.000,5141,1547,5382,38166.000,-3.400,9.300,14.400,14.100,6.900
5139.000,22111,2691,7972,42166.000,1.300,12.700,11.900,14.600,6.500
5141.000,5141,1547,5382,38166.000,-3.400,9.300,14.400,14.100,6.900
5143.000,45144,33670,45171,39999.500,4.550,14.400,9.100,22.200,4.250
5145.000,10292,6274,22382,37364.500,-5.850,11.200,13.050,16.700,5.350
5147.000,5147,1117,1344,30400.000,-10.900,10.600,15.600,12.000,5.500
6001.000,18189,354488,195972,68006.000,6.533,13.133,7.500,25.667,7.067
6003.000,18169,16366,23667,54998.333,7.867,8.867,9.433,23.100,5.767
6005.000,12086,78089,67258,58514.000,9.350,11.150,9.600,18.550,6.900
6007.000,24102,39112,47263,49936.250,7.000,11.700,9.400,19.825,10.025
6009.000,24294,136335,130439,55379.750,7.775,11.375,10.175,18.500,7.150
6011.000,24178,44950,25760,51366.250,3.000,12.675,9.075,21.675,9.100
6013.000,18185,390736,189046,74386.000,7.733,12.267,7.267,28.767,6.033
6015.000,12038,22593,15253,41311.000,6.850,10.800,9.950,22.050,6.200
6017.000,6061,43915,55212,85326.000,15.100,9.900,8.500,38.600,4.500
6019.000,30231,68833,43213,59508.200,-2.180,12.520,5.940,22.880,7.000
6021.000,12054,8006,9157,43479.500,-2.500,12.550,11.600,14.850,7.500
6023.000,6023,19596,10883,43164.000,7.800,10.800,9.700,29.800,4.900
6025.000,6025,14331,5607,43327.000,-4.900,17.100,6.100,14.500,24.100
6027.000,50158,264092,221144,53702.750,-3.275,11.375,7.200,23.375,5.275
6029.000,30301,2061170,861216,60939.800,-2.680,12.780,6.700,26.800,6.100
6031.000,18163,110375,77719,61278.667,-3.167,13.033,6.567,24.200,7.300
6033.000,12146,40700,18930,52231.500,3.650,11.400,9.850,28.700,6.300
6035.000,50178,103080,108554,51145.500,0.650,9.350,9.500,20.475,7.350
6037.000,18167,2327017,1128557,66381.333,-1.400,12.933,6.300,30.667,5.033
6039.000,12160,9626,12603,53502.500,6.300,9.100,8.300,25.300,5.800
6041.000,6095,87419,45641,73200.000,8.400,11.900,7.400,26.200,5.500
6043.000,12208,58246,63181,52245.500,6.200,11.600,10.750,18.450,7.400
6047.000,12168,57922,56925,63679.000,7.400,13.650,7.000,18.300,7.650
6049.000,79115,104910,117112,48607.000,3.967,10.867,10.967,21.933,6.533
6051.000,108209,16474,30116,49786.800,3.760,10.020,11.240,19.100,6.020
6053.000,18201,108049,68919,68604.667,5.000,12.267,6.767,26.267,6.200
6055.000,12208,121879,58819,68422.500,9.650,11.600,6.700,33.900,5.700
6057.000,38092,140947,149741,71789.500,14.000,11.050,8.550,34.550,4.750
6059.000,12130,672391,585966,68918.000,-0.250,13.250,6.350,30.100,4.900
6061.000,38092,140947,149741,71789.500,14.000,11.050,8.550,34.550,4.750
6063.000,6063,3224,5079,53646.000,16.000,8.000,10.400,23.500,9.700
6065.000,6071,258409,214698,56194.000,0.000,14.500,6.500,20.300,5.800
6067.000,18285,193228,115013,65294.333,9.000,12.367,6.967,28.733,6.500
6069.000,6069,6751,4358,73298.000,10.000,12.800,5.900,19.700,6.700
6071.000,6071,258409,214698,56194.000,0.000,14.500,6.500,20.300,5.800
6077.000,12176,122520,108761,56549.000,6.250,14.200,7.800,17.650,8.350
6079.000,12162,139058,90769,67938.500,2.400,11.000,7.750,34.200,4.700
6083.000,6083,85147,45788,66360.000,-0.700,12.600,7.000,33.800,5.100
6085.000,6099,51171,52567,54060.000,4.800,14.500,8.100,16.900,8.600
6091.000,32031,97032,94529,58253.000,12.900,12.200,8.600,30.500,5.000
6093.000,41035,7080,20170,44678.000,6.900,12.400,11.600,19.400,6.800
6095.000,12208,121879,58819,68422.500,9.650,11.600,6.700,33.900,5.700
6099.000,12208,58246,63181,52245.500,6.200,11.600,10.750,18.450,7.400
6101.000,6113,34460,13178,63645.000,10.900,11.300,6.000,41.600,5.900
6109.000,6109,7075,10614,50431.000,7.600,8.700,13.400,20.000,6.200
6113.000,6113,34460,13178,63645.000,10.900,11.300,6.000,41.600,5.900
8001.000,24168,240010,133791,70505.667,18.733,13.067,6.033,43.367,3.100
8003.000,32240,7607,7781,34842.250,15.475,10.825,10.225,22.950,4.600
8005.000,16070,177667,55173,73865.500,14.350,11.000,5.600,41.900,2.850
8007.000,75350,29742,24031,48859.500,13.283,10.083,8.200,34.800,3.833
8009.000,36267,3024,5952,43476.333,3.067,12.033,13.433,20.367,3.167
8011.000,24221,4424,7370,39649.333,-6.767,11.367,14.233,19.633,3.867
8013.000,24184,67033,91718,71983.667,20.233,10.900,5.633,40.300,2.867
8014.000,16137,65399,90154,75239.500,22.350,12.850,5.900,41.100,3.100
8015.000,24203,11688,19425,44699.333,17.733,9.733,7.900,32.133,4.067
8017.000,56348,346,2865,47493.250,-9.700,13.250,13.600,25.350,2.250
8019.000,24183,13721,9054,68145.333,12.333,8.267,4.400,45.400,2.533
8021.000,86222,23178,9930,34897.000,9.125,10.175,11.275,22.325,6.350
8023.000,86156,16391,9512,34484.000,9.625,9.050,12.250,21.825,6.025
8025.000,16150,1810,3714,40362.000,-13.150,12.200,14.750,19.600,3.300
8027.000,16152,6620,16175,40172.500,19.400,10.000,9.450,20.550,4.950
8029.000,16136,10506,17553,48519.000,14.400,10.000,7.750,39.600,3.200
8031.000,8031,174611,43637,61038.000,11.500,13.500,6.300,47.900,3.100
8033.000,40407,22672,22423,51574.400,14.200,9.140,6.400,37.000,3.640
8035.000,8039,3056,11536,86693.000,17.200,8.500,4.900,35.900,2.600
8037.000,8117,9502,5064,70265.000,10.600,9.400,2.100,51.000,2.000
8039.000,8039,3056,11536,86693.000,17.200,8.500,4.900,35.900,2.600
8041.000,8043,5275,15066,46372.000,18.700,8.300,11.600,18.200,5.100
8043.000,16152,6620,16175,40172.500,19.400,10.000,9.450,20.550,4.950
8045.000,57150,1421,12527,61582.000,-30.300,14.850,8.000,17.450,7.150
8047.000,8047,1634,1564,65472.000,16.000,7.000,5.100,38.700,2.400
8049.000,16174,9673,5692,58468.000,7.500,9.500,5.850,33.900,2.300
8051.000,32298,12048,19001,45682.000,20.275,9.525,7.300,36.500,3.425
8053.000,40419,17344,14478,48296.400,14.180,9.520,6.260,37.020,3.160
8055.000,16180,3959,4765,36098.500,13.050,10.700,10.250,21.300,4.900
8057.000,64058,7059,8229,47013.000,-1.350,10.050,7.200,33.350,2.900
8061.000,36221,1893,4237,42781.333,-13.433,12.000,15.267,22.733,2.900
8063.000,48505,1086,6509,48421.000,-3.867,14.600,10.933,24.033,2.700
8065.000,8117,9502,5064,70265.000,10.600,9.400,2.100,51.000,2.000
8067.000,24261,19485,20457,47943.333,5.100,9.967,7.100,35.667,3.733
8069.000,120145,64329,108327,57362.667,7.667,12.933,6.367,35.100,3.600
8071.000,51167,6451,9213,37807.667,-0.667,10.433,13.467,19.300,5.200
8075.000,32418,48849,88700,52756.250,2.025,13.775,9.550,23.700,2.575
8077.000,8085,5438,14303,43285.000,14.400,10.800,10.700,23.900,4.100
8079.000,24293,3567,4513,42580.667,10.767,11.167,8.500,28.833,3.967
8081.000,170277,5604,30300,61329.000,-18.400,13.160,8.800,17.280,5.900
8083.000,16194,4185,7986,42665.500,3.550,9.900,7.400,31.550,4.200
8085.000,16198,8398,15333,55268.000,16.200,9.600,7.000,40.300,3.650
8087.000,8123,45869,75882,63609.000,25.300,14.800,6.000,26.700,3.400
8089.000,8089,1719,2988,36773.000,2.300,11.900,14.100,17.700,4.600
8091.000,16224,3225,1245,55951.500,7.550,8.550,3.850,45.600,3.350
8093.000,8117,9502,5064,70265.000,10.600,9.400,2.100,51.000,2.000
8095.000,47249,1308,7167,49901.333,-9.900,14.267,10.833,22.800,2.033
8099.000,40258,215,1103,52877.500,-5.800,14.200,12.950,24.150,2.450
8103.000,57150,1421,12527,61582.000,-30.300,14.850,8.000,17.450,7.150
8105.000,16214,3330,4169,37550.500,9.500,11.400,9.400,23.300,4.850
8109.000,8109,1345,1109,33973.000,20.100,11.700,7.300,22.900,4.800
8111.000,16224,3225,1245,55951.500,7.550,8.550,3.850,45.600,3.350
8113.000,8113,2960,1030,67251.000,18.000,8.400,3.300,56.700,3.200
8115.000,31049,120,809,48546.000,-21.700,9.500,13.800,15.800,2.600
8117.000,8117,9502,5064,70265.000,10.600,9.400,2.100,51.000,2.000
8121.000,8125,701,3755,48963.000,-2.100,15.200,10.100,22.100,2.100
8123.000,64144,57441,100726,62366.500,15.050,14.150,7.150,27.700,3.800
8125.000,39154,872,5376,50329.000,-7.550,14.200,11.150,21.450,2.100
9001.000,63118,759113,695609,81149.750,-4.925,9.825,8.425,38.250,4.875
9003.000,45041,578627,448224,72660.600,-4.680,9.220,8.600,36.460,5.040
9005.000,18014,243437,211749,71167.500,-4.650,9.050,9.350,35.000,5.100
9007.000,54123,543505,541350,76193.333,-5.067,10.233,8.633,34.600,5.000
9009.000,45112,480554,486776,79161.000,-5.150,10.450,8.450,35.250,4.950
9011.000,54127,378354,416966,81312.333,-5.433,9.367,7.833,36.700,4.667
9013.000,9013,38450,33989,81369.000,-5.000,7.700,6.600,41.200,4.500
9015.000,44007,141597,90321,52011.000,-0.600,11.600,8.800,28.100,5.500
10001.000,102081,221925,177967,56752.200,4.760,10.500,11.040,26.880,5.000
10003.000,152139,488206,328502,67570.200,-1.060,10.440,10.180,36.220,4.900
10005.000,58035,48771,79544,50241.667,8.100,11.433,11.367,21.400,5.167
11001.000,137557,722876,74239,87307.500,3.450,15.025,5.525,56.750,4.025
12001.000,72314,156720,205578,40053.333,10.817,10.817,11.617,18.617,5.167
12003.000,87543,224637,276671,46177.857,2.186,12.214,10.200,16.700,5.100
12005.000,48332,37194,110566,43918.500,9.700,11.325,11.500,19.075,4.850
12007.000,24114,12844,30786,40292.000,3.850,11.300,12.150,11.500,5.350
12009.000,36253,333929,433648,52607.667,20.867,9.667,10.967,30.367,4.833
12011.000,24032,607897,363818,58226.000,17.900,10.450,8.300,34.050,4.600
12013.000,12063,6383,14231,37358.000,-3.300,10.500,13.100,13.400,5.200
12015.000,36213,113848,156603,43853.000,25.967,7.233,12.367,20.533,5.733
12017.000,48294,112445,228567,42324.500,27.350,7.850,15.150,20.175,6.225
12019.000,24138,213547,231934,44737.000,9.500,12.900,11.000,20.800,5.650
12021.000,12021,60941,105297,62397.000,25.300,9.100,8.800,36.200,4.700
12023.000,50328,6253,23751,38240.500,-4.450,12.425,11.075,12.200,5.075
12027.000,36213,113848,156603,43853.000,25.967,7.233,12.367,20.533,5.733
12029.000,48268,9967,33243,37284.750,5.400,10.425,12.200,10.900,5.250
12031.000,24120,214476,244282,59957.500,18.400,12.300,9.200,28.700,4.700
12033.000,24146,75512,153496,53836.000,11.850,12.100,9.450,27.250,4.700
12035.000,36269,140698,198440,44581.667,22.100,9.500,12.900,20.133,5.667
12039.000,38403,11673,22583,36160.000,-10.033,11.533,13.467,14.133,6.533
12041.000,36237,10503,34779,38461.667,9.267,10.567,12.233,13.833,5.033
12043.000,24098,16172,32505,38235.500,25.800,7.300,11.800,13.450,6.350
12047.000,50486,22251,41444,37879.000,-5.775,12.200,10.225,15.725,4.925
12049.000,24112,321323,295437,45686.500,21.750,11.000,11.200,24.850,5.450
12053.000,24220,112629,194665,51447.000,41.700,7.100,13.450,27.250,6.150
12055.000,12055,14901,29509,36864.000,25.000,9.200,14.700,17.000,6.500
12057.000,24158,396420,407871,50417.500,25.050,11.500,9.850,28.050,4.750
12059.000,48386,16357,56032,41985.250,9.875,10.700,12.275,15.950,5.000
12061.000,12111,66812,70248,45509.000,27.800,10.100,10.200,20.300,5.800
12063.000,37449,9830,25204,35710.333,-4.500,10.033,14.033,13.167,6.033
12065.000,37477,12813,22997,38033.333,-5.367,11.567,11.900,14.767,5.600
12067.000,36323,9630,26053,38157.667,-4.233,11.000,12.367,11.967,5.167
12069.000,60515,361590,514348,50586.200,28.520,8.760,12.340,27.000,5.460
12073.000,13275,7138,11225,40199.000,2.500,12.300,11.200,23.100,6.200
12075.000,24158,67049,121468,36360.500,14.700,10.050,14.000,16.000,5.500
12079.000,49508,24244,47361,38951.000,-2.650,11.700,11.075,15.375,5.200
12081.000,12115,97676,124098,55088.000,26.300,7.100,13.500,34.700,4.500
12083.000,48436,203302,325068,44769.750,26.400,8.800,13.900,21.625,6.125
12085.000,12111,66812,70248,45509.000,27.800,10.100,10.200,20.300,5.800
12089.000,25138,11853,37171,53457.500,-3.150,9.600,8.700,19.350,5.050
12091.000,24244,25259,90821,58677.000,26.050,11.850,8.700,28.250,4.400
12093.000,12111,66812,70248,45509.000,27.800,10.100,10.200,20.300,5.800
12095.000,24244,214404,252028,53304.500,19.800,9.900,10.250,30.900,4.700
12101.000,24220,112629,194665,51447.000,41.700,7.100,13.450,27.250,6.150
12105.000,12119,22631,52722,56568.000,51.800,4.000,14.900,31.100,7.200
12107.000,24234,118713,164636,41441.000,17.050,10.500,13.250,18.000,5.750
12111.000,12111,66812,70248,45509.000,27.800,10.100,10.200,20.300,5.800
12113.000,12113,18398,65126,62668.000,18.500,11.500,8.200,28.100,4.500
12115.000,12115,97676,124098,55088.000,26.300,7.100,13.500,34.700,4.500
12117.000,24244,214404,252028,53304.500,19.800,9.900,10.250,30.900,4.700
12119.000,12119,22631,52722,56568.000,51.800,4.000,14.900,31.100,7.200
12121.000,12121,3955,14281,40572.000,5.900,10.600,12.600,14.700,4.900
12123.000,12123,2149,6923,40180.000,-11.000,11.300,11.400,7.400,5.400
12127.000,12127,108793,142763,45356.000,26.100,9.500,13.100,23.600,5.100
12131.000,24264,9122,34325,44736.500,16.950,10.900,11.350,20.050,4.700
12133.000,12133,2261,8630,34787.000,0.300,9.600,13.500,11.700,5.100
13001.000,39471,3547,15605,38142.667,4.800,13.667,12.167,11.000,6.100
13003.000,52556,5967,17624,36071.000,0.775,13.950,11.250,13.300,5.825
13005.000,39465,4944,15966,35684.667,2.200,13.933,12.533,11.333,5.633
13007.000,52394,7541,11224,35323.250,-5.950,11.525,12.400,13.700,6.625
13009.000,26444,6882,4979,33079.000,-3.500,9.300,12.450,11.400,7.300
13011.000,39489,9375,44133,49801.667,13.933,11.900,9.867,19.233,4.800
13013.000,52648,207325,212001,53645.500,13.075,12.100,7.200,29.925,4.825
13015.000,52472,196609,268264,59680.500,9.550,12.725,8.725,29.025,5.225
13017.000,53028,4298,9350,33505.000,-5.575,10.850,11.975,11.650,7.450
13019.000,65809,21242,40091,38408.600,4.980,13.080,9.600,16.920,6.060
13021.000,13079,1419,3632,44014.000,-7.100,9.200,9.100,10.300,5.900
13023.000,13175,6737,12401,39037.000,-6.600,13.600,11.500,15.600,6.600
13025.000,52678,7098,25166,38320.750,-2.875,12.225,10.750,11.375,6.125
13027.000,26460,21752,32533,40765.000,2.300,13.050,9.200,24.350,5.750
13029.000,39185,72661,75990,52868.333,13.700,13.267,7.633,26.900,5.233
13031.000,52492,18396,40976,43692.000,7.425,12.800,9.675,18.525,6.425
13033.000,129407,16580,18802,34997.200,-11.060,11.800,12.060,12.020,7.780
13035.000,13151,49902,45641,67150.000,16.900,10.800,6.600,28.300,5.500
13037.000,39615,6029,5694,30871.333,-9.700,11.900,12.700,13.200,7.233
13039.000,13049,1004,2950,38948.000,-32.100,8.900,7.600,10.500,5.600
13043.000,13107,2433,5330,32495.000,-3.700,13.400,12.100,12.400,7.700
13045.000,39263,325268,165158,57695.667,8.767,12.633,7.233,33.033,5.633
13049.000,26348,4440,11458,36795.500,-11.850,11.500,10.200,12.200,5.500
13051.000,26154,63849,61514,58261.000,12.550,13.850,7.850,26.650,5.000
13053.000,26316,2594,1942,40289.500,-61.750,12.800,7.950,22.700,7.500
13055.000,26170,10739,30502,41989.500,0.600,12.400,11.800,15.100,6.150
13057.000,39245,466494,343585,70814.000,12.467,12.300,5.967,44.967,4.733
13059.000,52632,38235,48262,46147.000,9.650,11.525,8.625,24.650,4.850
13061.000,26342,3762,3822,29298.000,-6.350,11.850,12.750,13.650,7.600
13063.000,52474,594163,238578,67293.000,11.550,11.500,6.725,42.400,5.250
13065.000,52638,5082,13222,35250.500,-4.750,14.050,10.350,12.550,5.375
13067.000,39285,472262,287777,64479.667,7.200,12.533,6.233,41.667,5.167
13069.000,52886,6540,17770,34593.500,-2.500,11.700,11.550,11.650,6.950
13071.000,26552,11030,19905,40090.500,-0.500,13.150,10.650,19.800,5.800
13073.000,13073,18863,43060,74908.000,17.700,12.800,6.100,35.100,4.600
13075.000,26462,18506,29988,40656.500,-0.700,13.900,8.650,21.050,5.350
13077.000,26234,305130,145406,72984.500,10.500,10.100,7.100,48.950,5.050
13079.000,39497,9207,10577,39900.667,-8.400,10.133,10.200,12.767,7.033
13081.000,39695,3955,6131,35472.667,-6.933,10.967,12.433,11.733,6.500
13083.000,47115,2829,7680,42348.000,0.900,11.200,13.200,11.600,6.300
13085.000,13111,1920,9622,41487.000,29.300,7.900,13.400,21.300,5.300
13087.000,39541,5912,10240,37964.333,-5.567,11.500,14.167,13.767,6.600
