FIPS,County,DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate
29186.000,29186,2540,5495,57701.000,3.200,10.000,9.000,17.700,4.700
29189.000,29510,101487,20281,39954.000,-15.900,14.200,9.500,35.000,5.500
29195.000,29195,2787,5977,43095.000,-5.500,10.800,11.000,18.000,4.700
29197.000,29199,365,1525,39399.000,11.300,19.700,14.600,12.000,4.100
29199.000,29199,365,1525,39399.000,11.300,19.700,14.600,12.000,4.100
29201.000,29207,1873,11077,37694.000,-5.700,11.000,13.400,13.200,6.400
29203.000,29215,1728,8875,33879.000,6.100,11.800,12.000,14.100,6.300
29207.000,29207,1873,11077,37694.000,-5.700,11.000,13.400,13.200,6.400
29209.000,58422,7253,31389,40680.000,8.100,9.950,11.750,18.400,7.200
29213.000,29213,4367,18240,38268.000,5.900,12.100,11.000,18.400,7.400
29215.000,58444,2894,15578,33300.500,3.500,12.750,12.150,12.750,6.100
29217.000,29217,1706,6526,39036.000,-5.000,12.700,12.800,17.700,4.900
29219.000,29219,3915,11109,54756.000,6.300,12.700,9.000,18.600,4.200
29225.000,29229,1166,6703,32722.000,0.900,13.700,12.300,11.400,5.900
29229.000,29229,1166,6703,32722.000,0.900,13.700,12.300,11.400,5.900
29510.000,29510,101487,20281,39954.000,-15.900,14.200,9.500,35.000,5.500
30001.000,60082,7281,17916,42534.500,18.600,9.450,9.600,31.300,4.050
30003.000,116109,2714,6250,46646.667,-0.933,16.500,14.167,19.900,5.467
30007.000,90133,26045,28187,54152.333,19.933,10.233,7.500,36.367,3.800
30009.000,142127,4033,18812,56750.333,1.267,10.367,10.500,25.400,4.567
30011.000,178118,1156,8672,53060.750,-13.175,13.750,8.300,21.600,3.625
30013.000,90203,1226,3747,43358.667,2.433,10.700,9.900,26.367,3.667
30015.000,90195,1240,3714,43109.000,1.067,10.967,10.367,23.200,3.367
30017.000,30025,154,1276,54158.000,-30.700,14.700,11.200,17.300,3.600
30019.000,90281,2866,5656,45423.000,-18.167,15.233,12.300,20.533,4.000
30021.000,60130,841,3758,51610.000,-28.050,12.050,15.100,20.900,3.850
30023.000,60124,8141,18772,53792.500,18.250,8.650,9.000,30.550,4.700
30025.000,182241,573,4668,54321.800,-20.780,13.140,10.240,23.320,3.060
30027.000,120258,512,2206,40868.250,11.800,7.875,9.650,25.825,4.400
30029.000,210415,55806,73969,42556.286,9.014,11.957,10.829,25.871,6.114
30031.000,146162,28580,39302,55769.500,16.975,10.425,7.975,35.300,4.025
30033.000,60174,916,2973,45129.000,14.500,7.050,8.450,24.950,4.050
30035.000,30035,3076,1598,37207.000,-1.500,17.200,10.400,19.000,8.500
30037.000,90239,1154,4693,45180.333,-0.700,9.933,11.633,23.667,4.500
30039.000,60144,36906,36372,45968.500,17.800,10.050,9.000,34.800,4.250
30041.000,30051,205,695,38535.000,7.900,11.700,11.200,16.600,3.100
30043.000,30043,1975,4099,62734.000,17.100,7.900,7.500,34.000,4.600
30045.000,90211,602,2293,40417.000,8.400,10.167,9.967,24.833,4.133
30047.000,90199,36654,33420,42153.333,13.800,10.900,10.400,29.200,5.367
30049.000,60158,994,2880,42734.500,1.300,12.150,10.700,25.250,3.800
30051.000,30051,205,695,38535.000,7.900,11.700,11.200,16.600,3.100
30053.000,60142,3251,10988,38139.500,16.550,9.200,13.200,18.650,8.350
30055.000,60190,2390,4419,43578.500,-19.950,16.800,11.050,19.000,4.350
30059.000,60166,370,1426,38322.000,10.250,11.350,10.800,22.950,4.500
30061.000,90213,32466,27289,41835.000,7.133,10.333,11.567,25.633,6.333
30063.000,90233,38117,40640,43474.333,17.867,10.000,10.400,28.900,5.400
30065.000,30069,30,276,43230.000,41.400,2.100,6.200,29.000,4.700
30067.000,86124,3439,14745,60263.000,2.450,9.600,10.100,28.700,4.350
30069.000,30069,30,276,43230.000,41.400,2.100,6.200,29.000,4.700
30071.000,30105,886,2697,47028.000,-12.400,12.000,10.700,20.900,3.400
30073.000,30099,803,2152,46185.000,-9.400,13.400,11.600,24.400,3.600
30075.000,56011,271,3347,60953.000,1.600,14.700,7.500,22.400,4.600
30079.000,30109,55,460,47908.000,-19.900,11.400,19.900,20.800,3.900
30081.000,30081,6166,14673,44851.000,19.400,9.400,10.500,27.100,4.800
30083.000,98247,2255,5843,55256.667,-25.700,17.300,12.600,21.333,4.333
30085.000,128334,3562,9317,53500.500,-21.050,16.150,10.850,21.925,3.950
30087.000,30103,59,350,50770.000,-2.900,17.600,20.500,23.500,4.200
30089.000,30089,1211,4268,38486.000,18.000,9.900,13.200,17.100,7.700
30091.000,68114,719,2097,54713.500,-20.700,11.650,13.800,21.000,2.950
30095.000,30095,904,3630,59905.000,-3.200,8.200,10.800,25.300,4.000
30097.000,30107,179,698,37360.000,8.500,11.800,11.800,19.800,5.000
30099.000,30099,803,2152,46185.000,-9.400,13.400,11.600,24.400,3.600
30103.000,30103,59,350,50770.000,-2.900,17.600,20.500,23.500,4.200
30105.000,30105,886,2697,47028.000,-12.400,12.000,10.700,20.900,3.400
30107.000,30107,179,698,37360.000,8.500,11.800,11.800,19.800,5.000
30109.000,106195,850,4914,60812.000,-22.600,14.367,11.133,25.000,3.467
31001.000,93299,5546,18263,54991.000,1.800,12.267,11.967,26.667,2.667
31003.000,93305,3106,13612,48420.667,3.433,13.633,9.200,19.600,2.467
31005.000,62080,36,604,50170.500,24.000,12.000,7.300,26.550,3.950
31007.000,149308,15023,36939,50803.000,0.100,12.325,9.650,22.475,3.575
31009.000,93327,713,5283,48188.667,16.633,10.767,8.533,22.700,2.900
31011.000,62302,2725,10895,48231.500,10.300,14.000,7.050,19.850,2.400
31013.000,186664,5534,20643,47015.167,-6.167,11.183,11.200,24.317,3.133
31015.000,139320,628,3723,43970.750,-5.775,11.625,14.925,20.625,2.675
31017.000,93367,157,1468,48000.667,1.433,10.933,12.667,22.333,2.667
31019.000,155369,8329,28637,53180.200,-2.520,13.460,11.280,22.420,2.660
31021.000,93251,7985,19470,57828.333,6.400,11.833,12.300,22.333,3.333
31023.000,186596,10099,29166,55343.500,-2.067,13.033,11.150,21.267,2.917
31025.000,124464,35691,65356,64860.250,5.050,12.675,8.825,28.675,3.200
31027.000,154368,7309,13971,50866.000,3.100,11.900,9.600,32.625,2.700
31029.000,62114,201,2092,49048.000,-26.450,15.450,8.300,19.450,2.250
31031.000,170517,787,4027,45532.400,9.620,13.040,6.820,22.820,2.840
31033.000,62172,402,2597,46472.000,-15.550,10.250,13.850,16.950,2.900
31035.000,124554,2445,9815,47613.250,0.700,10.900,14.500,22.425,2.850
31037.000,93257,5725,14080,53487.333,-2.533,14.633,9.233,16.567,2.833
31039.000,93399,5696,14584,54108.333,0.133,12.233,9.067,23.233,2.800
31041.000,186652,6352,25779,48552.000,0.483,12.100,11.333,20.467,2.933
31043.000,46127,2227,5288,74857.000,9.300,11.100,7.300,30.400,3.100
31045.000,93371,1148,5353,44838.333,-5.200,9.333,9.867,29.067,2.833
31047.000,93221,5155,19033,54740.667,-4.667,12.900,8.400,19.233,2.933
31049.000,31049,120,809,48546.000,-21.700,9.500,13.800,15.800,2.600
31051.000,123333,5663,10072,56597.333,5.167,11.133,7.533,37.767,2.933
31053.000,93385,9566,24596,62920.333,4.967,12.400,10.633,24.767,3.133
31055.000,93485,32819,59509,70477.000,7.800,12.467,8.267,31.933,3.067
31057.000,31085,30,471,46401.000,-39.900,17.700,4.400,18.100,2.400
31059.000,124468,2970,10882,49146.750,-0.075,11.550,14.400,20.600,2.675
31061.000,93341,1106,5184,51131.000,3.333,10.567,14.000,20.633,2.833
31063.000,124324,3373,15484,50788.500,-13.000,12.650,8.500,19.775,2.775
31065.000,31065,304,1915,44219.000,-12.700,11.300,12.700,18.900,2.800
31067.000,124426,6057,14523,47333.750,0.450,12.325,13.150,18.700,2.825
31069.000,93359,588,4347,47118.667,3.433,12.467,9.233,22.300,2.767
31071.000,93473,447,2470,46053.667,16.200,11.133,8.533,21.100,2.733
31075.000,62236,306,2559,48479.000,9.850,13.200,6.900,24.400,2.550
31077.000,93521,737,3290,44633.333,10.633,11.167,10.667,19.433,2.700
31081.000,62328,1592,6705,53920.500,0.100,11.250,11.150,24.600,2.650
31083.000,31099,550,2519,66321.000,0.600,13.100,13.300,22.700,2.400
31085.000,62196,2908,12463,51923.000,-21.150,14.900,7.250,20.100,2.750
31089.000,124550,219,1845,47710.000,7.400,11.350,10.450,21.075,2.525
31091.000,31171,30,344,49449.000,36.600,9.800,4.200,24.000,3.100
31093.000,31163,338,1143,43657.000,-2.000,9.900,16.200,18.200,3.200
31095.000,31095,831,2387,47750.000,-3.100,11.800,15.200,15.300,2.400
31097.000,62264,2296,5803,48709.500,3.650,13.300,12.250,19.650,2.800
31099.000,62280,856,3839,53968.500,0.300,11.150,14.450,22.650,2.750
31101.000,31111,2878,11992,57445.000,-2.400,12.100,10.100,22.100,3.100
31103.000,108305,500,2745,44807.333,-5.700,11.967,14.200,21.433,2.567
31105.000,56021,11572,24844,61124.000,4.800,13.500,8.300,28.700,4.200
31107.000,92144,4005,7759,51777.000,0.350,11.650,12.450,23.300,2.650
31109.000,62286,4526,12319,60680.000,2.150,12.800,10.600,23.600,3.250
31111.000,31111,2878,11992,57445.000,-2.400,12.100,10.100,22.100,3.100
31113.000,31171,30,344,49449.000,36.600,9.800,4.200,24.000,3.100
31115.000,62264,118,1010,48360.000,5.950,12.000,15.200,22.050,2.950
31117.000,31171,30,344,49449.000,36.600,9.800,4.200,24.000,3.100
31119.000,93465,3908,15366,53415.333,-1.667,12.700,8.467,24.500,2.667
31121.000,31143,411,2019,53881.000,4.000,10.600,10.000,21.100,2.600
31123.000,93441,3719,13932,44055.667,-0.467,11.900,12.800,21.367,3.200
31127.000,93411,3094,8487,47558.333,2.833,12.100,12.733,19.167,2.933
31129.000,62310,654,3029,41728.000,-4.300,9.850,15.400,20.850,3.000
31131.000,31131,2017,4833,55030.000,3.600,13.200,10.400,21.800,3.400
31133.000,62280,1077,3654,43822.500,2.450,11.550,13.900,17.850,2.700
31139.000,62346,1245,4848,55310.500,-0.150,11.350,7.550,25.550,2.650
31141.000,62310,828,4192,55869.000,2.850,10.850,8.850,18.850,2.600
31143.000,62328,1592,6705,53920.500,0.100,11.250,11.150,24.600,2.650
31147.000,31147,798,2684,45256.000,1.200,9.700,13.700,18.200,3.200
31149.000,31149,70,687,48802.000,-2.800,14.200,20.600,20.900,2.600
31151.000,31185,1181,4686,53960.000,-3.800,11.900,12.300,28.100,2.700
31153.000,62308,30213,52135,70352.000,4.950,13.300,7.900,32.750,3.000
31155.000,31155,2509,7486,66330.000,0.700,12.400,10.800,25.400,3.100
31157.000,62322,3228,10554,47766.000,-5.700,9.950,9.250,24.500,3.100
31159.000,31185,1181,4686,53960.000,-3.800,11.900,12.300,28.100,2.700
31161.000,31161,286,2192,41128.000,4.400,11.100,12.300,23.600,2.900
31163.000,62338,675,2913,43531.000,3.300,10.450,14.100,20.500,3.000
31165.000,31165,77,602,48891.000,-15.000,6.300,6.300,26.600,2.700
31167.000,62346,1245,4848,55310.500,-0.150,11.350,7.550,25.550,2.650
31171.000,31171,30,344,49449.000,36.600,9.800,4.200,24.000,3.100
31173.000,31179,828,2675,52764.000,-2.000,11.600,7.400,34.500,2.700
31175.000,62358,399,2147,45121.500,16.950,11.800,7.900,20.050,2.450
31177.000,31177,2606,7374,70727.000,13.500,10.800,9.000,30.300,3.200
31179.000,31179,828,2675,52764.000,-2.000,11.600,7.400,34.500,2.700
31181.000,31181,306,1320,41616.000,0.000,9.200,15.600,22.600,3.100
31183.000,31183,62,377,46838.000,25.300,12.600,3.800,17.300,2.100
31185.000,31185,1181,4686,53960.000,-3.800,11.900,12.300,28.100,2.700
32001.000,128072,106025,119541,50445.250,5.725,11.500,12.625,19.100,6.075
32003.000,32017,285,1671,49874.000,5.800,8.600,10.900,17.700,5.200
32005.000,32019,6146,16005,51344.000,15.000,11.000,11.900,14.000,7.400
32007.000,145054,5995,27312,62634.750,-12.575,12.725,8.350,17.025,4.300
32009.000,64030,702,1508,45292.500,-4.400,10.450,13.850,15.450,5.550
32011.000,64044,781,3446,61211.000,-30.200,9.600,10.200,13.300,4.600
32013.000,114101,99927,104574,46076.333,9.333,12.733,10.567,20.433,5.567
32017.000,260152,11031,47639,51777.000,7.200,13.900,9.400,22.033,4.350
32019.000,96071,103815,111713,50496.333,8.767,11.067,12.833,19.633,6.300
32021.000,32021,637,1179,41892.000,-1.600,10.000,18.000,14.400,6.500
32023.000,32033,707,2723,54832.000,-13.500,10.600,11.300,14.900,4.600
32027.000,32031,97032,94529,58253.000,12.900,12.200,8.600,30.500,5.000
32029.000,32031,97032,94529,58253.000,12.900,12.200,8.600,30.500,5.000
32031.000,73056,97714,97433,50049.500,14.100,11.850,10.900,23.750,5.600
32033.000,130083,1572,9327,56102.667,3.600,14.867,8.667,18.133,3.833
33001.000,165043,129952,119655,62747.400,6.760,8.480,9.860,35.540,2.660
33003.000,99029,76379,62709,62212.667,7.267,8.233,9.567,36.567,2.633
33005.000,99035,131622,127545,63768.000,0.033,9.433,9.400,32.233,2.667
33007.000,33009,28508,19010,60335.000,7.300,8.100,9.100,40.500,2.400
33009.000,149068,96318,76041,61449.750,2.200,8.725,9.800,34.800,2.550
33011.000,99043,149614,148300,67779.333,2.200,9.567,9.267,33.233,2.633
33013.000,99049,85150,77491,65602.667,3.900,9.300,9.500,32.667,2.467
33015.000,33017,34884,29064,69467.000,8.500,9.500,8.700,35.600,2.500
33017.000,33017,34884,29064,69467.000,8.500,9.500,8.700,35.600,2.500
33019.000,83046,27754,19400,58072.000,-0.900,8.800,10.450,31.550,2.600
34001.000,68012,250736,150559,72959.500,-3.650,11.000,8.950,34.650,5.000
34003.000,174181,1169197,386977,74562.600,-4.040,13.180,6.620,45.080,4.740
34005.000,186151,1070860,462454,68910.600,-2.500,11.300,8.740,36.080,5.160
34007.000,76108,702917,176438,53676.000,-3.100,13.000,8.900,30.200,6.150
34011.000,34033,11766,16256,56071.000,-6.900,10.400,11.800,20.900,6.400
34013.000,68030,381011,107674,59018.000,-3.550,14.450,6.400,37.850,5.350
34015.000,118179,741477,228233,55119.333,-3.400,12.000,10.033,29.267,6.033
34017.000,106163,733022,200162,71965.000,-2.967,12.600,6.433,44.900,4.833
34019.000,110079,276573,235870,77318.000,-2.867,9.567,8.767,38.100,4.533
34021.000,76038,259582,206477,78560.000,-1.750,10.300,8.500,41.250,4.500
34023.000,36085,67561,95612,75524.000,-0.100,11.400,7.700,33.000,5.200
34025.000,72166,540950,234162,68684.000,-3.300,12.300,6.900,32.250,4.850
34027.000,34041,16991,29393,74834.000,-5.100,8.100,9.300,31.800,4.600
34031.000,36087,63454,57148,84358.000,-7.600,16.100,6.700,40.600,4.200
34033.000,34033,11766,16256,56071.000,-6.900,10.400,11.800,20.900,6.400
34037.000,118233,58168,77134,64830.000,-3.400,8.067,9.100,28.067,5.733
34039.000,36085,67561,95612,75524.000,-0.100,11.400,7.700,33.000,5.200
34041.000,118147,214782,224972,71513.333,-1.633,8.733,9.200,32.233,5.133
35001.000,105167,62536,31068,45878.333,-1.367,10.067,9.333,24.533,7.100
35003.000,70054,2026,4451,32667.500,10.650,7.550,18.000,21.350,8.250
35005.000,70066,5322,16171,44667.500,-16.400,15.200,7.500,19.050,7.400
35006.000,35061,10810,13175,43819.000,-2.500,10.800,8.900,17.100,7.100
35007.000,140116,14357,6248,36032.500,-14.775,9.275,11.850,21.000,7.475
35009.000,201473,6482,16887,39689.600,-8.820,15.700,9.280,19.220,4.860
35011.000,70078,2461,6073,33059.000,-4.850,12.200,10.450,20.450,6.200
35013.000,70080,4795,6476,29347.000,0.150,13.200,18.850,16.350,11.400
35015.000,131715,5540,13780,52161.333,-18.567,18.433,7.700,7.933,6.367
35017.000,105103,5575,7382,30766.333,-8.867,13.367,16.600,15.633,9.433
35019.000,70094,2786,5903,32671.500,-4.450,10.400,12.100,15.700,7.850
35021.000,105091,2705,3181,33541.667,-19.100,9.600,12.700,17.100,7.400
35023.000,70052,3975,4384,30916.000,-15.400,15.200,12.450,13.200,9.950
35025.000,214611,6113,20814,49064.800,-18.720,18.180,8.400,11.740,5.640
35027.000,70108,3370,6693,33407.000,-0.800,10.250,17.900,18.050,8.700
35028.000,105116,64933,21110,69771.000,6.500,10.267,8.767,41.967,5.600
35029.000,70080,4795,6476,29347.000,0.150,13.200,18.850,16.350,11.400
35033.000,140176,71573,21149,40830.000,-2.500,10.075,10.150,24.650,7.400
35035.000,35051,1600,2998,30467.000,4.200,9.700,24.900,20.500,8.400
35037.000,166642,2711,8650,47612.750,-0.900,11.375,9.350,20.150,4.350
35039.000,105143,70040,20487,42906.000,1.467,10.000,9.533,29.133,7.000
35041.000,131137,2032,5887,39186.000,-15.000,15.400,9.400,17.000,5.033
35043.000,35049,49956,14198,57469.000,4.200,8.600,8.200,40.900,5.200
35047.000,70106,51726,17893,46908.000,-0.800,9.700,9.550,28.250,7.100
35049.000,70106,51726,17893,46908.000,-0.800,9.700,9.550,28.250,7.100
35051.000,35051,1600,2998,30467.000,4.200,9.700,24.900,20.500,8.400
35053.000,70118,12580,16870,40083.000,-4.150,10.800,9.900,16.350,8.050
35055.000,35055,10550,2706,34075.000,5.400,8.600,9.500,28.000,8.400
35057.000,70118,12580,16870,40083.000,-4.150,10.800,9.900,16.350,8.050
35059.000,48205,172,1727,70121.000,5.600,10.000,9.300,17.200,2.000
35061.000,35061,10810,13175,43819.000,-2.500,10.800,8.900,17.100,7.100
36001.000,180401,117602,130008,59421.000,-0.840,9.380,9.220,29.460,4.560
36003.000,150314,27319,66802,48896.250,-9.800,10.175,10.275,19.200,5.925
36005.000,72142,988870,197485,69529.000,-5.700,11.950,6.100,46.150,4.550
36007.000,114163,18866,33514,48236.333,-8.567,8.933,10.867,22.200,5.633
36009.000,150242,208169,215528,49892.500,-8.575,10.225,10.475,21.850,5.700
36011.000,144242,41054,61743,49908.750,-14.925,12.175,9.000,22.175,5.800
36013.000,78078,246885,230985,51497.500,-5.100,11.100,10.500,30.700,5.700
36015.000,114213,20239,48227,49622.000,-6.167,10.667,10.767,21.067,6.100
36017.000,72048,13801,20219,48595.500,-7.650,8.900,10.700,24.400,5.600
36019.000,172084,69834,34696,58250.500,3.250,8.825,9.300,34.225,4.300
36021.000,108233,76419,76441,58151.667,-1.233,8.967,9.867,28.133,4.567
36023.000,36023,7976,9207,51810.000,-8.300,10.100,9.700,26.900,5.700
36025.000,144270,55982,63693,51726.500,-2.625,7.950,10.275,24.625,5.075
36027.000,36111,40010,32962,61421.000,-2.300,8.600,9.700,32.200,4.400
36029.000,72150,195650,185701,55132.000,-7.750,10.200,9.950,25.100,5.100
36031.000,208187,87195,51276,55636.800,-0.480,8.960,9.040,30.960,4.240
36033.000,72122,21176,26086,49979.500,0.150,10.000,9.100,21.500,6.150
36035.000,72148,52507,61667,59048.500,-2.650,11.100,10.000,29.450,4.750
36037.000,72194,7912,23466,53419.500,-10.150,9.900,9.350,16.200,5.500
36039.000,144328,80196,84614,56174.750,-1.375,8.625,9.650,26.675,4.775
36041.000,72180,61205,69538,63400.500,-3.750,10.050,8.300,32.500,5.200
36043.000,144260,54197,84435,48452.000,-7.925,11.500,10.150,20.525,5.950
36045.000,144258,45390,71183,49509.500,-17.250,12.700,8.375,20.200,6.500
36047.000,108227,1056431,293097,71527.333,-3.833,11.767,6.633,41.767,4.767
36049.000,144278,63850,99726,51059.000,-8.250,11.050,9.275,20.800,6.150
36051.000,108291,35033,61318,54866.333,-6.700,9.833,9.600,24.700,5.133
36053.000,72140,46363,74360,52512.500,-6.450,10.800,9.800,21.650,5.650
36055.000,72142,24560,35925,54535.000,-3.500,9.850,9.600,25.200,5.000
36057.000,144336,87154,97108,56566.000,-2.700,10.275,9.550,28.150,4.800
36059.000,72184,750342,466953,77077.000,-6.450,11.900,7.000,33.550,4.450
36061.000,72142,988870,197485,69529.000,-5.700,11.950,6.100,46.150,4.550
36063.000,36073,4327,11582,50750.000,-7.300,10.400,9.500,15.900,5.700
36065.000,72140,46363,74360,52512.500,-6.450,10.800,9.800,21.650,5.650
36067.000,36075,15614,25870,52621.000,-9.300,10.700,8.500,18.600,6.500
36069.000,144392,39842,61333,51582.000,-3.575,10.800,10.050,25.725,4.825
36071.000,114301,112711,106145,68620.333,-4.767,10.700,8.467,33.600,5.000
36073.000,36073,4327,11582,50750.000,-7.300,10.400,9.500,15.900,5.700
36075.000,36075,15614,25870,52621.000,-9.300,10.700,8.500,18.600,6.500
36077.000,36095,3777,8173,50244.000,-1.800,7.600,9.000,22.300,5.400
36079.000,36087,63454,57148,84358.000,-7.600,16.100,6.700,40.600,4.200
36081.000,72166,540950,234162,68684.000,-3.300,12.300,6.900,32.250,4.850
36083.000,158292,94362,101716,60529.750,-2.375,9.675,9.900,31.900,4.150
36085.000,36085,67561,95612,75524.000,-0.100,11.400,7.700,33.000,5.200
36087.000,36087,63454,57148,84358.000,-7.600,16.100,6.700,40.600,4.200
36089.000,36089,14659,18450,50897.000,-10.200,10.400,8.600,23.600,6.600
36091.000,108299,85654,91126,61626.333,-2.733,10.033,8.833,31.067,4.267
36093.000,72188,34647,35441,54083.500,-2.750,9.450,9.100,26.850,4.850
36095.000,36095,3777,8173,50244.000,-1.800,7.600,9.000,22.300,5.400
36097.000,144420,22370,42169,49029.250,-4.225,10.900,10.325,22.675,5.250
36099.000,72222,8394,11899,48909.000,-3.600,11.550,10.300,22.650,4.600
36101.000,72224,14434,30271,49505.000,-6.050,11.750,10.100,23.750,5.100
36103.000,36103,276953,328403,92310.000,-6.400,10.600,7.900,35.600,4.400
36105.000,78214,49257,48997,60751.500,-3.350,8.000,9.350,30.100,5.400
36107.000,84130,11328,31252,49042.500,-9.600,10.250,11.400,17.800,6.100
36111.000,36111,40010,32962,61421.000,-2.300,8.600,9.700,32.200,4.400
36113.000,36115,8238,12770,51052.000,-7.200,9.100,9.300,20.400,4.700
36115.000,186140,42623,36463,53335.250,-3.700,8.925,10.550,30.775,3.825
36121.000,36121,3585,11884,56089.000,-13.000,9.400,9.200,16.500,5.300
36123.000,36123,3219,5180,48820.000,-4.700,12.700,10.300,24.400,4.400
37001.000,111071,54770,61005,49977.667,13.467,9.867,10.533,26.933,4.767
37003.000,74038,24800,61888,47930.000,5.800,10.150,10.550,18.300,4.500
37005.000,37005,1300,3789,35965.000,10.300,9.300,13.400,16.700,5.500
37007.000,201421,34136,50300,38628.400,-7.520,11.020,12.900,11.760,6.140
37009.000,84280,14941,18921,38826.500,10.150,7.700,10.300,26.450,4.650
37011.000,84280,14941,18921,38826.500,10.150,7.700,10.300,26.450,4.650
37013.000,148468,24354,35616,41674.750,0.575,9.825,12.850,16.450,6.850
37015.000,74202,9327,6036,34588.000,-22.050,9.600,12.750,12.350,7.000
37017.000,222574,124484,125653,40091.667,-2.233,12.367,10.617,17.600,6.400
37019.000,111207,41194,73934,45728.000,17.600,9.833,11.100,22.700,6.033
37021.000,111225,98500,97609,48313.667,14.167,10.000,11.433,32.867,4.367
37023.000,74080,35946,76456,44064.500,4.250,11.000,11.650,19.650,5.100
37025.000,111445,318474,218479,53424.667,7.900,12.400,9.767,26.433,4.967
37027.000,74224,35003,61583,46744.500,12.100,8.850,8.500,31.750,4.600
37029.000,199882,59775,70404,54880.800,2.700,10.420,9.440,19.520,5.620
37031.000,148414,38020,69398,44623.750,-1.925,12.600,10.975,18.975,6.375
37033.000,139706,22490,22762,38549.667,-0.900,10.400,13.767,16.600,5.800
37035.000,37035,21050,48062,49475.000,5.300,11.000,10.500,21.900,4.700
37037.000,111267,47481,60910,54857.000,11.967,11.300,10.033,33.033,5.033
37039.000,168380,6549,26113,38398.250,5.900,9.550,12.525,15.025,6.325
37041.000,74260,5861,5411,40561.000,-2.800,9.750,11.900,12.850,6.250
37043.000,37043,1352,4395,37581.000,16.700,8.400,13.600,22.800,5.500
37045.000,164228,93197,171271,46711.250,11.700,11.550,10.675,20.950,5.350
37047.000,111343,36454,51788,40055.333,2.133,11.567,10.900,17.567,6.533
37049.000,111293,31660,45135,44264.000,-2.233,10.733,12.467,19.867,5.467
37051.000,148494,115534,115921,43936.750,-1.500,13.550,10.025,21.975,6.200
37053.000,125780,56138,64026,54411.333,-0.600,11.333,9.433,21.767,5.933
37055.000,74272,1661,2243,35773.500,-9.550,9.700,12.800,9.550,8.950
37057.000,111383,43544,117046,47780.000,4.933,11.233,11.367,17.667,5.000
37059.000,74356,22348,56203,47123.500,4.500,11.000,11.700,15.000,5.000
37061.000,185735,70000,109134,44167.800,-3.740,13.860,9.800,18.920,5.600
37065.000,74192,39176,31361,41007.500,-2.800,11.150,11.800,16.800,7.650
37067.000,37197,3140,13815,46276.000,2.600,10.300,11.900,11.300,4.400
37069.000,111409,63345,84528,45764.667,9.467,11.767,10.333,18.533,6.167
37071.000,119281,364470,282015,57705.000,18.300,12.567,8.133,32.467,4.867
37073.000,37073,2371,2851,45755.000,4.200,9.400,10.500,14.400,5.100
37075.000,168380,18216,57563,41064.250,0.975,10.775,11.675,16.575,6.150
37077.000,88264,19058,17002,37288.000,-0.350,11.500,12.500,14.400,6.550
37079.000,111377,36842,45072,40500.000,-3.067,11.333,10.433,14.833,5.667
37083.000,37127,23024,23142,47403.000,2.200,11.000,11.400,20.900,6.600
37085.000,148494,65167,112741,49479.750,8.775,12.425,9.850,23.100,5.275
37087.000,195505,35293,65324,41873.600,11.420,10.720,12.160,23.340,5.400
37089.000,82134,93002,161130,54545.000,15.350,11.250,10.450,33.000,4.300
37093.000,148598,50094,66978,39872.250,-1.425,12.350,11.575,19.875,7.225
37095.000,148596,7578,9028,37710.250,-5.050,9.150,13.125,12.450,7.650
37097.000,111475,314606,210506,52481.333,7.633,12.067,9.733,24.933,4.900
37099.000,119345,17729,37359,43332.000,10.200,11.033,11.233,23.700,5.567
37101.000,148582,83183,119345,46618.750,4.450,12.350,9.850,18.750,5.650
37103.000,74240,28908,49696,43252.000,-15.350,16.150,9.350,17.950,5.700
37105.000,74230,26528,43898,50634.000,8.000,12.200,10.450,28.900,5.450
37107.000,74298,33272,40714,40881.000,-7.200,12.100,11.200,17.000,5.850
37109.000,37119,292258,154303,63197.000,13.900,14.200,5.800,44.800,4.700
37113.000,82246,10165,27653,42996.000,0.000,11.850,12.150,20.300,5.650
37115.000,178374,11350,40730,38335.000,5.475,9.925,13.800,17.125,5.925
37117.000,37187,3490,2560,35367.000,-9.800,10.100,13.300,11.300,7.400
37119.000,82210,333488,220548,62120.500,19.350,12.950,6.900,38.400,4.650
37121.000,47171,1260,5666,39755.000,0.100,9.000,15.500,14.800,7.100
37123.000,148604,50654,104648,46747.250,3.975,11.600,11.900,21.325,5.525
37125.000,111443,31717,46684,41683.333,1.733,12.033,11.967,22.100,7.000
37127.000,37127,23024,23142,47403.000,2.200,11.000,11.400,20.900,6.600
37129.000,37141,9086,17317,50437.000,22.300,10.800,10.000,26.400,5.300
37133.000,74274,26242,53659,48800.000,1.250,16.000,7.900,23.900,5.400
37137.000,37137,2427,4225,43927.000,8.700,7.100,13.600,19.400,5.300
37139.000,37177,705,968,33666.000,-27.000,11.300,12.000,9.700,8.400
37141.000,74304,19572,32078,45957.000,7.750,11.950,10.400,19.600,5.400
37143.000,74364,4195,3528,34516.500,-18.400,10.700,12.650,10.500,7.900
37145.000,51083,6890,9698,39859.000,-1.000,10.900,13.100,15.900,5.900
37149.000,90128,113226,201696,51579.000,12.050,12.500,9.300,29.000,4.500
37153.000,201579,35630,52032,38494.200,-5.080,11.620,12.460,12.940,6.800
37155.000,119389,31584,30763,34189.333,-10.600,12.467,12.067,12.700,8.467
37159.000,74326,26216,64176,48538.500,4.900,11.500,11.750,17.250,5.100
